Material,Dia,pp,TEMP,adm,Dem,qts
61434.0,2019-05-17,0.0,13.9,230.0,96.0,2.0
61440.0,2019-05-17,0.0,13.9,230.0,96.0,2.0
61447.0,2019-05-17,0.0,13.9,230.0,96.0,2.0
61456.0,2019-05-17,0.0,13.9,230.0,96.0,2.0
61465.0,2019-05-17,0.0,13.9,230.0,96.0,2.0
61467.0,2019-05-17,0.0,13.9,230.0,96.0,2.0
61483.0,2019-05-17,0.0,13.9,230.0,96.0,2.0
61516.0,2019-05-17,0.0,13.9,230.0,96.0,2.0
61480.0,2019-05-17,0.0,13.9,230.0,96.0,3.0
61512.0,2019-05-17,0.0,13.9,230.0,96.0,3.0
61513.0,2019-05-17,0.0,13.9,230.0,96.0,3.0
61396.0,2019-05-17,0.0,13.9,230.0,96.0,4.0
61418.0,2019-05-17,0.0,13.9,230.0,96.0,4.0
44242.0,2019-05-17,0.0,13.9,230.0,96.0,6.0
61389.0,2019-05-17,0.0,13.9,230.0,96.0,6.0
61436.0,2019-05-17,0.0,13.9,230.0,96.0,6.0
61449.0,2019-05-17,0.0,13.9,230.0,96.0,6.0
61466.0,2019-05-17,0.0,13.9,230.0,96.0,6.0
61468.0,2019-05-17,0.0,13.9,230.0,96.0,6.0
61482.0,2019-05-17,0.0,13.9,230.0,96.0,6.0
61533.0,2019-05-17,0.0,13.9,230.0,96.0,6.0
61387.0,2019-05-17,0.0,13.9,230.0,96.0,8.0
61435.0,2019-05-17,0.0,13.9,230.0,96.0,8.0
61535.0,2019-05-17,0.0,13.9,230.0,96.0,8.0
61417.0,2019-05-17,0.0,13.9,230.0,96.0,9.0
61532.0,2019-05-17,0.0,13.9,230.0,96.0,12.0
53243.0,2019-05-17,0.0,13.9,230.0,96.0,20.0
44556.0,2019-05-17,0.0,13.9,230.0,96.0,31.0
44242.0,2019-07-23,0.0,21.0,192.0,103.0,4.0
44556.0,2019-07-23,0.0,21.0,192.0,103.0,8.0
61385.0,2019-10-30,0.0,19.0,87.0,239.0,1.0
61423.0,2019-10-30,0.0,19.0,87.0,239.0,1.0
61448.0,2019-10-30,0.0,19.0,87.0,239.0,1.0
61456.0,2019-10-30,0.0,19.0,87.0,239.0,1.0
61460.0,2019-10-30,0.0,19.0,87.0,239.0,1.0
61479.0,2019-10-30,0.0,19.0,87.0,239.0,1.0
61484.0,2019-10-30,0.0,19.0,87.0,239.0,1.0
61493.0,2019-10-30,0.0,19.0,87.0,239.0,1.0
61496.0,2019-10-30,0.0,19.0,87.0,239.0,1.0
61500.0,2019-10-30,0.0,19.0,87.0,239.0,1.0
61506.0,2019-10-30,0.0,19.0,87.0,239.0,1.0
61573.0,2019-10-30,0.0,19.0,87.0,239.0,1.0
61396.0,2019-10-30,0.0,19.0,87.0,239.0,2.0
61400.0,2019-10-30,0.0,19.0,87.0,239.0,2.0
61407.0,2019-10-30,0.0,19.0,87.0,239.0,2.0
61440.0,2019-10-30,0.0,19.0,87.0,239.0,2.0
61441.0,2019-10-30,0.0,19.0,87.0,239.0,2.0
61470.0,2019-10-30,0.0,19.0,87.0,239.0,2.0
61480.0,2019-10-30,0.0,19.0,87.0,239.0,2.0
61483.0,2019-10-30,0.0,19.0,87.0,239.0,2.0
61512.0,2019-10-30,0.0,19.0,87.0,239.0,2.0
61516.0,2019-10-30,0.0,19.0,87.0,239.0,2.0
61563.0,2019-10-30,0.0,19.0,87.0,239.0,2.0
61565.0,2019-10-30,0.0,19.0,87.0,239.0,2.0
61449.0,2019-10-30,0.0,19.0,87.0,239.0,3.0
61458.0,2019-10-30,0.0,19.0,87.0,239.0,3.0
44242.0,2019-10-30,0.0,19.0,87.0,239.0,4.0
61390.0,2019-10-30,0.0,19.0,87.0,239.0,4.0
61421.0,2019-10-30,0.0,19.0,87.0,239.0,4.0
61422.0,2019-10-30,0.0,19.0,87.0,239.0,4.0
61450.0,2019-10-30,0.0,19.0,87.0,239.0,4.0
61459.0,2019-10-30,0.0,19.0,87.0,239.0,4.0
61469.0,2019-10-30,0.0,19.0,87.0,239.0,4.0
61491.0,2019-10-30,0.0,19.0,87.0,239.0,4.0
61492.0,2019-10-30,0.0,19.0,87.0,239.0,4.0
61534.0,2019-10-30,0.0,19.0,87.0,239.0,4.0
61387.0,2019-10-30,0.0,19.0,87.0,239.0,5.0
61437.0,2019-10-30,0.0,19.0,87.0,239.0,5.0
61417.0,2019-10-30,0.0,19.0,87.0,239.0,6.0
61433.0,2019-10-30,0.0,19.0,87.0,239.0,6.0
61439.0,2019-10-30,0.0,19.0,87.0,239.0,6.0
61482.0,2019-10-30,0.0,19.0,87.0,239.0,7.0
61513.0,2019-10-30,0.0,19.0,87.0,239.0,8.0
53240.0,2019-10-30,0.0,19.0,87.0,239.0,10.0
61388.0,2019-10-30,0.0,19.0,87.0,239.0,10.0
61466.0,2019-10-30,0.0,19.0,87.0,239.0,10.0
61532.0,2019-10-30,0.0,19.0,87.0,239.0,10.0
61535.0,2019-10-30,0.0,19.0,87.0,239.0,10.0
61418.0,2019-10-30,0.0,19.0,87.0,239.0,12.0
61434.0,2019-10-30,0.0,19.0,87.0,239.0,12.0
61514.0,2019-10-30,0.0,19.0,87.0,239.0,12.0
61468.0,2019-10-30,0.0,19.0,87.0,239.0,13.0
61515.0,2019-10-30,0.0,19.0,87.0,239.0,17.0
61436.0,2019-10-30,0.0,19.0,87.0,239.0,19.0
61533.0,2019-10-30,0.0,19.0,87.0,239.0,21.0
61467.0,2019-10-30,0.0,19.0,87.0,239.0,22.0
53270.0,2019-12-27,0.0,12.8,36.0,89.0,1.0
61145.0,2019-12-27,0.0,12.8,36.0,89.0,1.0
44242.0,2019-12-27,0.0,12.8,36.0,89.0,3.0
44556.0,2019-12-27,0.0,12.8,36.0,89.0,6.0
44267.0,2019-06-26,0.5,18.1,144.0,85.0,1.0
61399.0,2019-06-26,0.5,18.1,144.0,85.0,1.0
61425.0,2019-06-26,0.5,18.1,144.0,85.0,1.0
61446.0,2019-06-26,0.5,18.1,144.0,85.0,1.0
61449.0,2019-06-26,0.5,18.1,144.0,85.0,1.0
61460.0,2019-06-26,0.5,18.1,144.0,85.0,1.0
61497.0,2019-06-26,0.5,18.1,144.0,85.0,1.0
61500.0,2019-06-26,0.5,18.1,144.0,85.0,1.0
61388.0,2019-06-26,0.5,18.1,144.0,85.0,2.0
61392.0,2019-06-26,0.5,18.1,144.0,85.0,2.0
61420.0,2019-06-26,0.5,18.1,144.0,85.0,2.0
61431.0,2019-06-26,0.5,18.1,144.0,85.0,2.0
61433.0,2019-06-26,0.5,18.1,144.0,85.0,2.0
61462.0,2019-06-26,0.5,18.1,144.0,85.0,2.0
61464.0,2019-06-26,0.5,18.1,144.0,85.0,2.0
61465.0,2019-06-26,0.5,18.1,144.0,85.0,2.0
61479.0,2019-06-26,0.5,18.1,144.0,85.0,2.0
61483.0,2019-06-26,0.5,18.1,144.0,85.0,2.0
61490.0,2019-06-26,0.5,18.1,144.0,85.0,2.0
61491.0,2019-06-26,0.5,18.1,144.0,85.0,2.0
61501.0,2019-06-26,0.5,18.1,144.0,85.0,2.0
61502.0,2019-06-26,0.5,18.1,144.0,85.0,2.0
61511.0,2019-06-26,0.5,18.1,144.0,85.0,2.0
61533.0,2019-06-26,0.5,18.1,144.0,85.0,2.0
61406.0,2019-06-26,0.5,18.1,144.0,85.0,3.0
61451.0,2019-06-26,0.5,18.1,144.0,85.0,3.0
61461.0,2019-06-26,0.5,18.1,144.0,85.0,3.0
61489.0,2019-06-26,0.5,18.1,144.0,85.0,3.0
61421.0,2019-06-26,0.5,18.1,144.0,85.0,4.0
61436.0,2019-06-26,0.5,18.1,144.0,85.0,4.0
61458.0,2019-06-26,0.5,18.1,144.0,85.0,4.0
61468.0,2019-06-26,0.5,18.1,144.0,85.0,4.0
61469.0,2019-06-26,0.5,18.1,144.0,85.0,4.0
61516.0,2019-06-26,0.5,18.1,144.0,85.0,4.0
61394.0,2019-06-26,0.5,18.1,144.0,85.0,5.0
61404.0,2019-06-26,0.5,18.1,144.0,85.0,5.0
61534.0,2019-06-26,0.5,18.1,144.0,85.0,5.0
61423.0,2019-06-26,0.5,18.1,144.0,85.0,6.0
61435.0,2019-06-26,0.5,18.1,144.0,85.0,8.0
61467.0,2019-06-26,0.5,18.1,144.0,85.0,8.0
61514.0,2019-06-26,0.5,18.1,144.0,85.0,8.0
61438.0,2019-06-26,0.5,18.1,144.0,85.0,9.0
61396.0,2019-06-26,0.5,18.1,144.0,85.0,10.0
61405.0,2019-06-26,0.5,18.1,144.0,85.0,10.0
61466.0,2019-06-26,0.5,18.1,144.0,85.0,10.0
61513.0,2019-06-26,0.5,18.1,144.0,85.0,10.0
61407.0,2019-06-26,0.5,18.1,144.0,85.0,12.0
61419.0,2019-06-26,0.5,18.1,144.0,85.0,12.0
61532.0,2019-06-26,0.5,18.1,144.0,85.0,20.0
61535.0,2019-06-26,0.5,18.1,144.0,85.0,20.0
61387.0,2019-06-26,0.5,18.1,144.0,85.0,26.0
61417.0,2019-06-26,0.5,18.1,144.0,85.0,28.0
44380.0,2019-07-12,0.0,21.3,192.0,103.0,20.0
53243.0,2019-07-12,0.0,21.3,192.0,103.0,20.0
44553.0,2019-03-12,0.0,13.0,165.0,100.0,1.0
53274.0,2019-03-12,0.0,13.0,165.0,100.0,1.0
61488.0,2019-03-12,0.0,13.0,165.0,100.0,1.0
61400.0,2019-03-12,0.0,13.0,165.0,100.0,2.0
61419.0,2019-03-12,0.0,13.0,165.0,100.0,2.0
61457.0,2019-03-12,0.0,13.0,165.0,100.0,2.0
61480.0,2019-03-12,0.0,13.0,165.0,100.0,2.0
61533.0,2019-03-12,0.0,13.0,165.0,100.0,2.0
53271.0,2019-03-12,0.0,13.0,165.0,100.0,3.0
61458.0,2019-03-12,0.0,13.0,165.0,100.0,3.0
61532.0,2019-03-12,0.0,13.0,165.0,100.0,3.0
61386.0,2019-03-12,0.0,13.0,165.0,100.0,4.0
61407.0,2019-03-12,0.0,13.0,165.0,100.0,4.0
61434.0,2019-03-12,0.0,13.0,165.0,100.0,4.0
61466.0,2019-03-12,0.0,13.0,165.0,100.0,4.0
61513.0,2019-03-12,0.0,13.0,165.0,100.0,4.0
53217.0,2019-03-12,0.0,13.0,165.0,100.0,6.0
53287.0,2019-03-12,0.0,13.0,165.0,100.0,20.0
53417.0,2019-03-12,0.0,13.0,165.0,100.0,40.0
53240.0,2019-03-12,0.0,13.0,165.0,100.0,50.0
44556.0,2019-06-03,0.0,18.9,144.0,85.0,10.0
53416.0,2019-06-03,0.0,18.9,144.0,85.0,32.0
61435.0,2019-06-27,0.0,18.5,144.0,85.0,1.0
61419.0,2019-06-27,0.0,18.5,144.0,85.0,2.0
61421.0,2019-06-27,0.0,18.5,144.0,85.0,2.0
61537.0,2019-06-27,0.0,18.5,144.0,85.0,2.0
44556.0,2019-06-27,0.0,18.5,144.0,85.0,3.0
61519.0,2019-06-27,0.0,18.5,144.0,85.0,3.0
61522.0,2019-06-27,0.0,18.5,144.0,85.0,3.0
61407.0,2019-06-27,0.0,18.5,144.0,85.0,4.0
61442.0,2019-06-27,0.0,18.5,144.0,85.0,4.0
61443.0,2019-06-27,0.0,18.5,144.0,85.0,4.0
61469.0,2019-06-27,0.0,18.5,144.0,85.0,4.0
61541.0,2019-06-27,0.0,18.5,144.0,85.0,4.0
61431.0,2019-06-27,0.0,18.5,144.0,85.0,5.0
61520.0,2019-06-27,0.0,18.5,144.0,85.0,5.0
61538.0,2019-06-27,0.0,18.5,144.0,85.0,5.0
61540.0,2019-06-27,0.0,18.5,144.0,85.0,6.0
61527.0,2019-06-27,0.0,18.5,144.0,85.0,11.0
61529.0,2019-06-27,0.0,18.5,144.0,85.0,12.0
61530.0,2019-06-27,0.0,18.5,144.0,85.0,13.0
61533.0,2019-06-27,0.0,18.5,144.0,85.0,14.0
61436.0,2019-06-27,0.0,18.5,144.0,85.0,21.0
61528.0,2019-06-27,0.0,18.5,144.0,85.0,26.0
61468.0,2019-06-27,0.0,18.5,144.0,85.0,34.0
61531.0,2019-06-27,0.0,18.5,144.0,85.0,39.0
61467.0,2019-06-27,0.0,18.5,144.0,85.0,46.0
62040.0,2019-06-27,0.0,18.5,144.0,85.0,91.0
53217.0,2019-09-09,0.0,18.6,85.0,85.0,5.0
53401.0,2019-09-09,0.0,18.6,85.0,85.0,8.0
53243.0,2019-04-09,1.0,12.6,172.0,84.0,5.0
61436.0,2020-02-12,0.0,12.8,62.0,68.0,1.0
61480.0,2020-02-12,0.0,12.8,62.0,68.0,1.0
61483.0,2020-02-12,0.0,12.8,62.0,68.0,1.0
61491.0,2020-02-12,0.0,12.8,62.0,68.0,1.0
61520.0,2020-02-12,0.0,12.8,62.0,68.0,1.0
61386.0,2020-02-12,0.0,12.8,62.0,68.0,2.0
61387.0,2020-02-12,0.0,12.8,62.0,68.0,2.0
61388.0,2020-02-12,0.0,12.8,62.0,68.0,2.0
61391.0,2020-02-12,0.0,12.8,62.0,68.0,2.0
61407.0,2020-02-12,0.0,12.8,62.0,68.0,2.0
61418.0,2020-02-12,0.0,12.8,62.0,68.0,2.0
61422.0,2020-02-12,0.0,12.8,62.0,68.0,2.0
61449.0,2020-02-12,0.0,12.8,62.0,68.0,2.0
61458.0,2020-02-12,0.0,12.8,62.0,68.0,2.0
61468.0,2020-02-12,0.0,12.8,62.0,68.0,2.0
61513.0,2020-02-12,0.0,12.8,62.0,68.0,2.0
61515.0,2020-02-12,0.0,12.8,62.0,68.0,2.0
53252.0,2020-02-12,0.0,12.8,62.0,68.0,3.0
61389.0,2020-02-12,0.0,12.8,62.0,68.0,4.0
61433.0,2020-02-12,0.0,12.8,62.0,68.0,4.0
61466.0,2020-02-12,0.0,12.8,62.0,68.0,4.0
61514.0,2020-02-12,0.0,12.8,62.0,68.0,4.0
61532.0,2020-02-12,0.0,12.8,62.0,68.0,4.0
61533.0,2020-02-12,0.0,12.8,62.0,68.0,4.0
61535.0,2020-02-12,0.0,12.8,62.0,68.0,4.0
61435.0,2020-02-12,0.0,12.8,62.0,68.0,6.0
61467.0,2020-02-12,0.0,12.8,62.0,68.0,6.0
53265.0,2019-04-29,0.0,18.4,172.0,84.0,3.0
53416.0,2019-04-29,0.0,18.4,172.0,84.0,6.0
53417.0,2019-04-29,0.0,18.4,172.0,84.0,8.0
53267.0,2019-04-29,0.0,18.4,172.0,84.0,9.0
61385.0,2020-01-31,7.3,14.4,32.0,101.0,1.0
61391.0,2020-01-31,7.3,14.4,32.0,101.0,1.0
61406.0,2020-01-31,7.3,14.4,32.0,101.0,1.0
61439.0,2020-01-31,7.3,14.4,32.0,101.0,1.0
61446.0,2020-01-31,7.3,14.4,32.0,101.0,1.0
61447.0,2020-01-31,7.3,14.4,32.0,101.0,1.0
61451.0,2020-01-31,7.3,14.4,32.0,101.0,1.0
61457.0,2020-01-31,7.3,14.4,32.0,101.0,1.0
61459.0,2020-01-31,7.3,14.4,32.0,101.0,1.0
61460.0,2020-01-31,7.3,14.4,32.0,101.0,1.0
61479.0,2020-01-31,7.3,14.4,32.0,101.0,1.0
61489.0,2020-01-31,7.3,14.4,32.0,101.0,1.0
61493.0,2020-01-31,7.3,14.4,32.0,101.0,1.0
61494.0,2020-01-31,7.3,14.4,32.0,101.0,1.0
61500.0,2020-01-31,7.3,14.4,32.0,101.0,1.0
61528.0,2020-01-31,7.3,14.4,32.0,101.0,1.0
61534.0,2020-01-31,7.3,14.4,32.0,101.0,1.0
61536.0,2020-01-31,7.3,14.4,32.0,101.0,1.0
61386.0,2020-01-31,7.3,14.4,32.0,101.0,2.0
61395.0,2020-01-31,7.3,14.4,32.0,101.0,2.0
61405.0,2020-01-31,7.3,14.4,32.0,101.0,2.0
61419.0,2020-01-31,7.3,14.4,32.0,101.0,2.0
61433.0,2020-01-31,7.3,14.4,32.0,101.0,2.0
61435.0,2020-01-31,7.3,14.4,32.0,101.0,2.0
61441.0,2020-01-31,7.3,14.4,32.0,101.0,2.0
61466.0,2020-01-31,7.3,14.4,32.0,101.0,2.0
61468.0,2020-01-31,7.3,14.4,32.0,101.0,2.0
61470.0,2020-01-31,7.3,14.4,32.0,101.0,2.0
61480.0,2020-01-31,7.3,14.4,32.0,101.0,2.0
61483.0,2020-01-31,7.3,14.4,32.0,101.0,2.0
61488.0,2020-01-31,7.3,14.4,32.0,101.0,2.0
61512.0,2020-01-31,7.3,14.4,32.0,101.0,2.0
61417.0,2020-01-31,7.3,14.4,32.0,101.0,3.0
61436.0,2020-01-31,7.3,14.4,32.0,101.0,3.0
61450.0,2020-01-31,7.3,14.4,32.0,101.0,3.0
61465.0,2020-01-31,7.3,14.4,32.0,101.0,3.0
61482.0,2020-01-31,7.3,14.4,32.0,101.0,3.0
61490.0,2020-01-31,7.3,14.4,32.0,101.0,3.0
61491.0,2020-01-31,7.3,14.4,32.0,101.0,3.0
61515.0,2020-01-31,7.3,14.4,32.0,101.0,3.0
61389.0,2020-01-31,7.3,14.4,32.0,101.0,4.0
61390.0,2020-01-31,7.3,14.4,32.0,101.0,4.0
61402.0,2020-01-31,7.3,14.4,32.0,101.0,4.0
61418.0,2020-01-31,7.3,14.4,32.0,101.0,4.0
61449.0,2020-01-31,7.3,14.4,32.0,101.0,4.0
61458.0,2020-01-31,7.3,14.4,32.0,101.0,4.0
61145.0,2020-01-31,7.3,14.4,32.0,101.0,5.0
61533.0,2020-01-31,7.3,14.4,32.0,101.0,6.0
61407.0,2020-01-31,7.3,14.4,32.0,101.0,7.0
61422.0,2020-01-31,7.3,14.4,32.0,101.0,7.0
61437.0,2020-01-31,7.3,14.4,32.0,101.0,7.0
61467.0,2020-01-31,7.3,14.4,32.0,101.0,7.0
61387.0,2020-01-31,7.3,14.4,32.0,101.0,10.0
61388.0,2020-01-31,7.3,14.4,32.0,101.0,10.0
61514.0,2020-01-31,7.3,14.4,32.0,101.0,10.0
61535.0,2020-01-31,7.3,14.4,32.0,101.0,11.0
61283.0,2019-12-10,0.0,10.0,36.0,89.0,1.0
61421.0,2019-12-10,0.0,10.0,36.0,89.0,1.0
61447.0,2019-12-10,0.0,10.0,36.0,89.0,1.0
61449.0,2019-12-10,0.0,10.0,36.0,89.0,1.0
61456.0,2019-12-10,0.0,10.0,36.0,89.0,1.0
61457.0,2019-12-10,0.0,10.0,36.0,89.0,1.0
61458.0,2019-12-10,0.0,10.0,36.0,89.0,1.0
61476.0,2019-12-10,0.0,10.0,36.0,89.0,1.0
61479.0,2019-12-10,0.0,10.0,36.0,89.0,1.0
61489.0,2019-12-10,0.0,10.0,36.0,89.0,1.0
61490.0,2019-12-10,0.0,10.0,36.0,89.0,1.0
61491.0,2019-12-10,0.0,10.0,36.0,89.0,1.0
61493.0,2019-12-10,0.0,10.0,36.0,89.0,1.0
61532.0,2019-12-10,0.0,10.0,36.0,89.0,1.0
61385.0,2019-12-10,0.0,10.0,36.0,89.0,2.0
61386.0,2019-12-10,0.0,10.0,36.0,89.0,2.0
61390.0,2019-12-10,0.0,10.0,36.0,89.0,2.0
61405.0,2019-12-10,0.0,10.0,36.0,89.0,2.0
61418.0,2019-12-10,0.0,10.0,36.0,89.0,2.0
61435.0,2019-12-10,0.0,10.0,36.0,89.0,2.0
61436.0,2019-12-10,0.0,10.0,36.0,89.0,2.0
61441.0,2019-12-10,0.0,10.0,36.0,89.0,2.0
61468.0,2019-12-10,0.0,10.0,36.0,89.0,2.0
61482.0,2019-12-10,0.0,10.0,36.0,89.0,2.0
61396.0,2019-12-10,0.0,10.0,36.0,89.0,3.0
61483.0,2019-12-10,0.0,10.0,36.0,89.0,3.0
61417.0,2019-12-10,0.0,10.0,36.0,89.0,4.0
61406.0,2019-12-10,0.0,10.0,36.0,89.0,5.0
61387.0,2019-12-10,0.0,10.0,36.0,89.0,8.0
61466.0,2019-12-10,0.0,10.0,36.0,89.0,8.0
61467.0,2019-12-10,0.0,10.0,36.0,89.0,8.0
61389.0,2019-12-10,0.0,10.0,36.0,89.0,11.0
61535.0,2019-12-10,0.0,10.0,36.0,89.0,11.0
61407.0,2019-12-10,0.0,10.0,36.0,89.0,13.0
61388.0,2019-12-10,0.0,10.0,36.0,89.0,17.0
61531.0,2019-12-10,0.0,10.0,36.0,89.0,30.0
61281.0,2019-12-10,0.0,10.0,36.0,89.0,100.0
61282.0,2019-12-10,0.0,10.0,36.0,89.0,182.0
61404.0,2019-12-11,0.0,12.0,36.0,89.0,1.0
61446.0,2019-12-11,0.0,12.0,36.0,89.0,1.0
61447.0,2019-12-11,0.0,12.0,36.0,89.0,1.0
61455.0,2019-12-11,0.0,12.0,36.0,89.0,1.0
61456.0,2019-12-11,0.0,12.0,36.0,89.0,1.0
61486.0,2019-12-11,0.0,12.0,36.0,89.0,1.0
61491.0,2019-12-11,0.0,12.0,36.0,89.0,1.0
61494.0,2019-12-11,0.0,12.0,36.0,89.0,1.0
61500.0,2019-12-11,0.0,12.0,36.0,89.0,1.0
61502.0,2019-12-11,0.0,12.0,36.0,89.0,1.0
61573.0,2019-12-11,0.0,12.0,36.0,89.0,1.0
61395.0,2019-12-11,0.0,12.0,36.0,89.0,2.0
61406.0,2019-12-11,0.0,12.0,36.0,89.0,2.0
61423.0,2019-12-11,0.0,12.0,36.0,89.0,2.0
61440.0,2019-12-11,0.0,12.0,36.0,89.0,2.0
61452.0,2019-12-11,0.0,12.0,36.0,89.0,2.0
61460.0,2019-12-11,0.0,12.0,36.0,89.0,2.0
61479.0,2019-12-11,0.0,12.0,36.0,89.0,2.0
61484.0,2019-12-11,0.0,12.0,36.0,89.0,2.0
61495.0,2019-12-11,0.0,12.0,36.0,89.0,2.0
61530.0,2019-12-11,0.0,12.0,36.0,89.0,2.0
61534.0,2019-12-11,0.0,12.0,36.0,89.0,2.0
61459.0,2019-12-11,0.0,12.0,36.0,89.0,3.0
61493.0,2019-12-11,0.0,12.0,36.0,89.0,3.0
61390.0,2019-12-11,0.0,12.0,36.0,89.0,4.0
61396.0,2019-12-11,0.0,12.0,36.0,89.0,4.0
61434.0,2019-12-11,0.0,12.0,36.0,89.0,4.0
61439.0,2019-12-11,0.0,12.0,36.0,89.0,4.0
61450.0,2019-12-11,0.0,12.0,36.0,89.0,4.0
61492.0,2019-12-11,0.0,12.0,36.0,89.0,4.0
61516.0,2019-12-11,0.0,12.0,36.0,89.0,4.0
61385.0,2019-12-11,0.0,12.0,36.0,89.0,5.0
61433.0,2019-12-11,0.0,12.0,36.0,89.0,5.0
61437.0,2019-12-11,0.0,12.0,36.0,89.0,5.0
61449.0,2019-12-11,0.0,12.0,36.0,89.0,5.0
61466.0,2019-12-11,0.0,12.0,36.0,89.0,5.0
61490.0,2019-12-11,0.0,12.0,36.0,89.0,5.0
61527.0,2019-12-11,0.0,12.0,36.0,89.0,5.0
61386.0,2019-12-11,0.0,12.0,36.0,89.0,6.0
61421.0,2019-12-11,0.0,12.0,36.0,89.0,6.0
61458.0,2019-12-11,0.0,12.0,36.0,89.0,6.0
61468.0,2019-12-11,0.0,12.0,36.0,89.0,6.0
61469.0,2019-12-11,0.0,12.0,36.0,89.0,6.0
61528.0,2019-12-11,0.0,12.0,36.0,89.0,6.0
65024.0,2019-12-11,0.0,12.0,36.0,89.0,6.0
61405.0,2019-12-11,0.0,12.0,36.0,89.0,7.0
61438.0,2019-12-11,0.0,12.0,36.0,89.0,7.0
61457.0,2019-12-11,0.0,12.0,36.0,89.0,7.0
61489.0,2019-12-11,0.0,12.0,36.0,89.0,7.0
61529.0,2019-12-11,0.0,12.0,36.0,89.0,7.0
61432.0,2019-12-11,0.0,12.0,36.0,89.0,8.0
61448.0,2019-12-11,0.0,12.0,36.0,89.0,8.0
61465.0,2019-12-11,0.0,12.0,36.0,89.0,8.0
61419.0,2019-12-11,0.0,12.0,36.0,89.0,9.0
61512.0,2019-12-11,0.0,12.0,36.0,89.0,9.0
61513.0,2019-12-11,0.0,12.0,36.0,89.0,10.0
61407.0,2019-12-11,0.0,12.0,36.0,89.0,11.0
61436.0,2019-12-11,0.0,12.0,36.0,89.0,11.0
61389.0,2019-12-11,0.0,12.0,36.0,89.0,12.0
61435.0,2019-12-11,0.0,12.0,36.0,89.0,15.0
61532.0,2019-12-11,0.0,12.0,36.0,89.0,15.0
61483.0,2019-12-11,0.0,12.0,36.0,89.0,16.0
61482.0,2019-12-11,0.0,12.0,36.0,89.0,17.0
61418.0,2019-12-11,0.0,12.0,36.0,89.0,18.0
61388.0,2019-12-11,0.0,12.0,36.0,89.0,20.0
61515.0,2019-12-11,0.0,12.0,36.0,89.0,21.0
61417.0,2019-12-11,0.0,12.0,36.0,89.0,23.0
61533.0,2019-12-11,0.0,12.0,36.0,89.0,23.0
61387.0,2019-12-11,0.0,12.0,36.0,89.0,34.0
61535.0,2019-12-11,0.0,12.0,36.0,89.0,34.0
61467.0,2019-12-11,0.0,12.0,36.0,89.0,41.0
61282.0,2019-12-11,0.0,12.0,36.0,89.0,338.0
61394.0,2019-08-23,0.0,26.0,151.0,83.0,1.0
61404.0,2019-08-23,0.0,26.0,151.0,83.0,1.0
61455.0,2019-08-23,0.0,26.0,151.0,83.0,1.0
61461.0,2019-08-23,0.0,26.0,151.0,83.0,1.0
61483.0,2019-08-23,0.0,26.0,151.0,83.0,1.0
61493.0,2019-08-23,0.0,26.0,151.0,83.0,1.0
61498.0,2019-08-23,0.0,26.0,151.0,83.0,1.0
61504.0,2019-08-23,0.0,26.0,151.0,83.0,1.0
61528.0,2019-08-23,0.0,26.0,151.0,83.0,1.0
61385.0,2019-08-23,0.0,26.0,151.0,83.0,2.0
61390.0,2019-08-23,0.0,26.0,151.0,83.0,2.0
61393.0,2019-08-23,0.0,26.0,151.0,83.0,2.0
61399.0,2019-08-23,0.0,26.0,151.0,83.0,2.0
61419.0,2019-08-23,0.0,26.0,151.0,83.0,2.0
61422.0,2019-08-23,0.0,26.0,151.0,83.0,2.0
61423.0,2019-08-23,0.0,26.0,151.0,83.0,2.0
61431.0,2019-08-23,0.0,26.0,151.0,83.0,2.0
61437.0,2019-08-23,0.0,26.0,151.0,83.0,2.0
61440.0,2019-08-23,0.0,26.0,151.0,83.0,2.0
61442.0,2019-08-23,0.0,26.0,151.0,83.0,2.0
61450.0,2019-08-23,0.0,26.0,151.0,83.0,2.0
61479.0,2019-08-23,0.0,26.0,151.0,83.0,2.0
61490.0,2019-08-23,0.0,26.0,151.0,83.0,2.0
61492.0,2019-08-23,0.0,26.0,151.0,83.0,2.0
61494.0,2019-08-23,0.0,26.0,151.0,83.0,2.0
61500.0,2019-08-23,0.0,26.0,151.0,83.0,2.0
61501.0,2019-08-23,0.0,26.0,151.0,83.0,2.0
61503.0,2019-08-23,0.0,26.0,151.0,83.0,2.0
61439.0,2019-08-23,0.0,26.0,151.0,83.0,3.0
61451.0,2019-08-23,0.0,26.0,151.0,83.0,3.0
61459.0,2019-08-23,0.0,26.0,151.0,83.0,3.0
61460.0,2019-08-23,0.0,26.0,151.0,83.0,3.0
61491.0,2019-08-23,0.0,26.0,151.0,83.0,3.0
61395.0,2019-08-23,0.0,26.0,151.0,83.0,4.0
61405.0,2019-08-23,0.0,26.0,151.0,83.0,4.0
61420.0,2019-08-23,0.0,26.0,151.0,83.0,4.0
61421.0,2019-08-23,0.0,26.0,151.0,83.0,4.0
61424.0,2019-08-23,0.0,26.0,151.0,83.0,4.0
61438.0,2019-08-23,0.0,26.0,151.0,83.0,4.0
61441.0,2019-08-23,0.0,26.0,151.0,83.0,4.0
61465.0,2019-08-23,0.0,26.0,151.0,83.0,4.0
61489.0,2019-08-23,0.0,26.0,151.0,83.0,4.0
61512.0,2019-08-23,0.0,26.0,151.0,83.0,4.0
61448.0,2019-08-23,0.0,26.0,151.0,83.0,5.0
